State,Year,Annual_Rainfall,Historical_Avg_Rainfall,Rainfall_Anomaly,Rainfall_Anomaly_Percent,Rainfall_Risk_Score,Regional_Rainfall_Risk,Flood_Events,Total_Known_Fatalities,Total_Known_Injuries,Total_Known_Displaced,Total_Animal_Fatalities,Average_Impact_Score,Historical_Flood_Present,Combined_Risk_Score,Combined_Risk_Level,Rainfall_Data_Available,Final_Risk_Level,Final_Risk_Score,Rainfall_Signal,Historical_Flood_Signal,Risk_Fusion_Score,Overall_Risk_Level,Recommended_Action
Andhra Pradesh,1909.0,869.1,907.646153846154,-38.54615384615392,-1.7948322132483767,0.5,Moderate,0.0,0.0,0.0,0.0,0.0,,0,0.5,Low,1,Low,0,0.5,0,0.5,LOW,Routine monitoring recommended.
Andhra Pradesh,1910.0,1127.85,907.646153846154,220.203846153846,25.15794563223524,1.0,Moderate,0.0,0.0,0.0,0.0,0.0,,0,1.0,Moderate,1,Moderate,1,1.0,0,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Andhra Pradesh,1911.0,705.05,907.646153846154,-202.59615384615392,-22.385584702459425,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,1912.0,824.55,907.646153846154,-83.09615384615392,-8.257641611305043,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,1913.0,728.65,907.646153846154,-178.99615384615396,-19.682306940341466,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,1914.0,845.75,907.646153846154,-61.896153846153936,-7.432331516234234,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,1915.0,1135.25,907.646153846154,227.6038461538461,24.477594093345203,1.0,Moderate,0.0,0.0,0.0,0.0,0.0,,0,1.0,Moderate,1,Moderate,1,1.0,0,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Andhra Pradesh,1916.0,1199.1,907.646153846154,291.45384615384603,32.75665993616182,1.5,High,0.0,0.0,0.0,0.0,0.0,,0,1.5,Moderate,1,Moderate,1,1.5,0,1.5,LOW,Routine monitoring recommended.
Andhra Pradesh,1917.0,1111.35,907.646153846154,203.70384615384603,22.37961550131913,1.0,Moderate,0.0,0.0,0.0,0.0,0.0,,0,1.0,Moderate,1,Moderate,1,1.0,0,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Andhra Pradesh,1918.0,711.9,907.646153846154,-195.746153846154,-20.7533031050786,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,1919.0,1015.95,907.646153846154,108.30384615384612,12.54015982360643,0.5,Moderate,0.0,0.0,0.0,0.0,0.0,,0,0.5,Low,1,Low,0,0.5,0,0.5,LOW,Routine monitoring recommended.
Andhra Pradesh,1920.0,699.15,907.646153846154,-208.496153846154,-21.452334874447907,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,1921.0,879.3,907.646153846154,-28.346153846153925,-3.078601446851493,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,1922.0,811.8,907.646153846154,-95.84615384615398,-9.031245418499148,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,1923.0,821.1,907.646153846154,-86.54615384615391,-12.66449811175453,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,1924.0,933.15,907.646153846154,25.50384615384604,0.995598079739846,0.5,Moderate,0.0,0.0,0.0,0.0,0.0,,0,0.5,Low,1,Low,0,0.5,0,0.5,LOW,Routine monitoring recommended.
Andhra Pradesh,1925.0,1052.0,907.646153846154,144.3538461538461,15.52861734158003,1.0,Moderate,0.0,0.0,0.0,0.0,0.0,,0,1.0,Moderate,1,Moderate,1,1.0,0,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Andhra Pradesh,1926.0,776.6500000000001,907.646153846154,-130.9961538461539,-13.935029830514823,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,1927.0,867.5,907.646153846154,-40.146153846153936,-5.295808624091159,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,1928.0,906.3,907.646153846154,-1.3461538461539782,-1.0814123005191345,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,1929.0,777.85,907.646153846154,-129.7961538461539,-13.572203765423312,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,1930.0,1109.1,907.646153846154,201.45384615384603,23.2733192847888,1.0,Moderate,0.0,0.0,0.0,0.0,0.0,,0,1.0,Moderate,1,Moderate,1,1.0,0,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Andhra Pradesh,1931.0,1003.15,907.646153846154,95.50384615384604,8.27999153464186,0.5,Moderate,0.0,0.0,0.0,0.0,0.0,,0,0.5,Low,1,Low,0,0.5,0,0.5,LOW,Routine monitoring recommended.
Andhra Pradesh,1932.0,803.65,907.646153846154,-103.99615384615396,-12.19529176714903,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,1933.0,882.75,907.646153846154,-24.896153846153936,-3.911318365949065,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,1934.0,747.85,907.646153846154,-159.7961538461539,-17.93949043561858,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,1935.0,766.7,907.646153846154,-140.94615384615395,-13.112176216590491,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,1936.0,1012.15,907.646153846154,104.5038461538461,8.71786224562133,0.5,Moderate,0.0,0.0,0.0,0.0,0.0,,0,0.5,Low,1,Low,0,0.5,0,0.5,LOW,Routine monitoring recommended.
Andhra Pradesh,1937.0,833.8,907.646153846154,-73.84615384615392,-6.84606255423207,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,1938.0,940.3,907.646153846154,32.65384615384607,1.5005762422551978,0.5,Moderate,0.0,0.0,0.0,0.0,0.0,,0,0.5,Low,1,Low,0,0.5,0,0.5,LOW,Routine monitoring recommended.
Andhra Pradesh,1939.0,934.25,907.646153846154,26.603846153846064,3.122652279762508,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,1940.0,986.8,907.646153846154,79.15384615384606,10.015122594864632,0.5,Moderate,0.0,0.0,0.0,0.0,0.0,,0,0.5,Low,1,Low,0,0.5,0,0.5,LOW,Routine monitoring recommended.
Andhra Pradesh,1941.0,840.0,907.646153846154,-67.64615384615394,-8.42012204653777,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,1942.0,708.3499999999999,907.646153846154,-199.296153846154,-23.02484680618308,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,1943.0,1007.2,907.646153846154,99.55384615384602,14.299333983989166,1.0,Moderate,0.0,0.0,0.0,0.0,0.0,,0,1.0,Moderate,1,Moderate,1,1.0,0,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Andhra Pradesh,1944.0,1036.65,907.646153846154,129.0038461538461,14.988633418529918,0.5,Moderate,0.0,0.0,0.0,0.0,0.0,,0,0.5,Low,1,Low,0,0.5,0,0.5,LOW,Routine monitoring recommended.
Andhra Pradesh,1945.0,797.8,907.646153846154,-109.84615384615394,-13.315114552923404,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,1946.0,961.95,907.646153846154,54.30384615384611,8.520924185000101,0.5,Moderate,0.0,0.0,0.0,0.0,0.0,,0,0.5,Low,1,Low,0,0.5,0,0.5,LOW,Routine monitoring recommended.
Andhra Pradesh,1947.0,875.25,907.646153846154,-32.396153846153936,-5.582404970172648,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,1948.0,816.75,907.646153846154,-90.896153846154,-11.425650302211965,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,1949.0,1021.9,907.646153846154,114.25384615384604,11.970326512274458,0.5,Moderate,0.0,0.0,0.0,0.0,0.0,,0,0.5,Low,1,Low,0,0.5,0,0.5,LOW,Routine monitoring recommended.
Andhra Pradesh,1950.0,748.45,907.646153846154,-159.19615384615395,-19.668541991155724,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,1951.0,817.25,907.646153846154,-90.396153846154,-12.629789970477692,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,1952.0,808.95,907.646153846154,-98.69615384615388,-10.529482931667433,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,1953.0,892.85,907.646153846154,-14.796153846153908,-0.863450733795875,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,1954.0,969.45,907.646153846154,61.80384615384605,6.246794883349882,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,1955.0,1097.65,907.646153846154,190.0038461538461,19.00319424982029,0.5,Moderate,0.0,0.0,0.0,0.0,0.0,,0,0.5,Low,1,Low,0,0.5,0,0.5,LOW,Routine monitoring recommended.
Andhra Pradesh,1956.0,1169.75,907.646153846154,262.10384615384606,27.9026229586155,1.5,High,0.0,0.0,0.0,0.0,0.0,,0,1.5,Moderate,1,Moderate,1,1.5,0,1.5,LOW,Routine monitoring recommended.
Andhra Pradesh,1957.0,794.6500000000001,907.646153846154,-112.9961538461539,-14.190297648898657,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,1958.0,1206.85,907.646153846154,299.20384615384603,29.258139389483706,1.0,Moderate,0.0,0.0,0.0,0.0,0.0,,0,1.0,Moderate,1,Moderate,1,1.0,0,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Andhra Pradesh,1959.0,878.25,907.646153846154,-29.396153846153936,-5.092588114320705,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,1960.0,843.8,907.646153846154,-63.846153846153925,-6.451472265911914,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,1961.0,885.35,907.646153846154,-22.296153846153903,-4.137836151252595,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,1962.0,1080.9,907.646153846154,173.25384615384604,17.406642770889334,0.5,Moderate,0.0,0.0,0.0,0.0,0.0,,0,0.5,Low,1,Low,0,0.5,0,0.5,LOW,Routine monitoring recommended.
Andhra Pradesh,1963.0,866.5,907.646153846154,-41.146153846153936,-4.909851932379808,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,1964.0,926.3,907.646153846154,18.653846153846075,2.248544136294633,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,1965.0,675.05,907.646153846154,-232.59615384615392,-25.147797034711434,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,1966.0,929.4,907.646153846154,21.753846153846084,4.541161999834896,0.5,Moderate,0.0,0.0,0.0,0.0,0.0,,0,0.5,Low,1,Low,0,0.5,0,0.5,LOW,Routine monitoring recommended.
Andhra Pradesh,1967.0,790.35,907.646153846154,-117.29615384615391,-11.654107325156458,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,1968.0,731.4,907.646153846154,-176.24615384615396,-19.28553817436638,0.0,Low,1.0,0.0,0.0,0.0,0.0,-1.0,1,1.0,Moderate,1,Moderate,1,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Andhra Pradesh,1969.0,1061.05,907.646153846154,153.40384615384608,15.980126201346543,0.5,Moderate,0.0,0.0,0.0,0.0,0.0,,0,0.5,Low,1,Low,0,0.5,0,0.5,LOW,Routine monitoring recommended.
Andhra Pradesh,1970.0,920.3,907.646153846154,12.653846153846075,1.407401351979658,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,1971.0,827.1500000000001,907.646153846154,-80.49615384615392,-10.218847038390164,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,1972.0,927.25,907.646153846154,19.603846153846064,2.949774616067045,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,1973.0,774.3,907.646153846154,-133.34615384615392,-14.036263311631512,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,1974.0,836.7,907.646153846154,-70.94615384615395,-7.402673179559795,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,1975.0,1117.0,907.646153846154,209.3538461538461,24.843999163515303,1.5,High,1.0,0.0,0.0,0.0,0.0,-1.0,1,2.5,High,1,High,2,1.5,1,2.5,LOW,Routine monitoring recommended.
Andhra Pradesh,1976.0,953.65,907.646153846154,46.00384615384604,5.30353471701826,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,1977.0,999.7,907.646153846154,92.05384615384604,10.568638716033092,0.5,Moderate,0.0,0.0,0.0,0.0,0.0,,0,0.5,Low,1,Low,0,0.5,0,0.5,LOW,Routine monitoring recommended.
Andhra Pradesh,1978.0,953.8,907.646153846154,46.15384615384602,6.246415716117433,0.5,Moderate,2.0,44.0,0.0,0.0,300.0,1.0,1,1.5,Moderate,1,Moderate,1,0.5,1,1.5,LOW,Routine monitoring recommended.
Andhra Pradesh,1979.0,873.75,907.646153846154,-33.896153846153936,-2.367703500441063,0.0,Low,1.0,0.0,0.0,0.0,0.0,-1.0,1,1.0,Moderate,1,Moderate,1,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Andhra Pradesh,1980.0,794.25,907.646153846154,-113.39615384615394,-14.192871356588212,0.0,Low,1.0,85.0,0.0,0.0,3100.0,3.0,1,1.0,Moderate,1,Moderate,1,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Andhra Pradesh,1981.0,857.25,907.646153846154,-50.39615384615394,-4.439374796731706,0.0,Low,4.0,19.0,0.0,0.0,0.0,0.25,1,1.0,Moderate,1,Moderate,1,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Andhra Pradesh,1982.0,742.05,907.646153846154,-165.59615384615392,-18.77401979195844,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,1983.0,1069.5,907.646153846154,161.85384615384606,18.57083282468659,1.0,Moderate,11.0,49.0,0.0,0.0,5723.0,0.0909090909090909,1,2.0,High,1,High,2,1.0,1,2.0,HIGH,Increase monitoring and prepare local response resources.
Andhra Pradesh,1984.0,759.1,907.646153846154,-148.5461538461539,-14.71110973462178,0.0,Low,2.0,5.0,4.0,0.0,250.0,0.5,1,1.0,Moderate,1,Moderate,1,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Andhra Pradesh,1985.0,826.7,907.646153846154,-80.94615384615395,-9.112927278074586,0.0,Low,2.0,7.0,0.0,0.0,0.0,1.5,1,1.0,Moderate,1,Moderate,1,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Andhra Pradesh,1986.0,795.3,907.646153846154,-112.34615384615392,-13.96506254749391,0.0,Low,8.0,296.0,0.0,0.0,19405.0,1.375,1,1.0,Moderate,1,Moderate,1,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Andhra Pradesh,1987.0,924.7,907.646153846154,17.05384615384611,1.70381636779203,0.0,Low,1.0,53.0,0.0,0.0,0.0,3.0,1,1.0,Moderate,1,Moderate,1,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Andhra Pradesh,1988.0,1003.55,907.646153846154,95.90384615384602,10.5037466546843,0.0,Low,2.0,110.0,0.0,0.0,4233.0,2.5,1,1.0,Moderate,1,Moderate,1,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Andhra Pradesh,1989.0,861.85,907.646153846154,-45.79615384615391,-5.626011584730045,0.0,Low,1.0,226.0,0.0,0.0,0.0,4.0,1,1.0,Moderate,1,Moderate,1,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Andhra Pradesh,1990.0,1270.9,907.646153846154,363.2538461538461,37.52783893788441,1.5,High,1.0,36.0,0.0,0.0,0.0,3.0,1,2.5,High,1,High,2,1.5,1,2.5,LOW,Routine monitoring recommended.
Andhra Pradesh,1991.0,1044.8,907.646153846154,137.15384615384596,16.654136911843395,0.5,Moderate,4.0,63.0,0.0,0.0,0.0,2.0,1,1.5,Moderate,1,Moderate,1,0.5,1,1.5,LOW,Routine monitoring recommended.
Andhra Pradesh,1992.0,798.5,907.646153846154,-109.14615384615394,-13.392284701131931,0.0,Low,2.0,42.0,0.0,0.0,0.0,2.5,1,1.0,Moderate,1,Moderate,1,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Andhra Pradesh,1993.0,878.4000000000001,907.646153846154,-29.246153846153923,-0.6164129420942279,0.5,Moderate,1.0,13.0,0.0,0.0,0.0,2.0,1,1.5,Moderate,1,Moderate,1,0.5,1,1.5,LOW,Routine monitoring recommended.
Andhra Pradesh,1994.0,922.8,907.646153846154,15.153846153846018,0.1202518878155434,0.0,Low,3.0,52.0,0.0,0.0,0.0,2.333333333333333,1,1.0,Moderate,1,Moderate,1,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Andhra Pradesh,1995.0,1113.15,907.646153846154,205.50384615384604,21.506985880285253,1.0,Moderate,4.0,142.0,0.0,0.0,7187.0,1.75,1,2.0,High,1,High,2,1.0,1,2.0,HIGH,Increase monitoring and prepare local response resources.
Andhra Pradesh,1996.0,1244.3000000000002,907.646153846154,336.65384615384613,41.15631025617334,2.0,High,4.0,500.0,0.0,0.0,45213.0,3.25,1,3.0,Critical,1,Critical,3,2.0,1,3.0,CRITICAL,Immediate emergency monitoring and preparedness recommended.
Andhra Pradesh,1997.0,903.55,907.646153846154,-4.096153846153925,0.8530828778857549,0.0,Low,5.0,99.0,0.0,0.0,326.0,1.8,1,1.0,Moderate,1,Moderate,1,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Andhra Pradesh,1998.0,1129.45,907.646153846154,221.80384615384605,24.369254343442066,1.0,Moderate,4.0,263.0,0.0,0.0,0.0,2.75,1,2.0,High,1,High,2,1.0,1,2.0,HIGH,Increase monitoring and prepare local response resources.
Andhra Pradesh,1999.0,681.1500000000001,907.646153846154,-226.4961538461539,-25.609245960697905,0.0,Low,1.0,5.0,0.0,0.0,0.0,2.0,1,1.0,Moderate,1,Moderate,1,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Andhra Pradesh,2000.0,931.8,907.646153846154,24.15384615384602,4.187295106268472,0.5,Moderate,4.0,177.0,0.0,0.0,5368.0,2.0,1,1.5,Moderate,1,Moderate,1,0.5,1,1.5,LOW,Routine monitoring recommended.
Andhra Pradesh,2001.0,966.9,907.646153846154,59.25384615384604,8.473762968058272,0.5,Moderate,0.0,0.0,0.0,0.0,0.0,,0,0.5,Low,1,Low,0,0.5,0,0.5,LOW,Routine monitoring recommended.
Andhra Pradesh,2002.0,659.2,907.646153846154,-248.4461538461539,-26.31420726562358,0.0,Low,2.0,7.0,0.0,0.0,0.0,1.0,1,1.0,Moderate,1,Moderate,1,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Andhra Pradesh,2003.0,911.15,907.646153846154,3.503846153846041,-0.3675168437443421,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Andhra Pradesh,2004.0,807.6500000000001,907.646153846154,-99.9961538461539,-9.934169080219656,0.0,Low,2.0,14.0,0.0,0.0,0.0,1.5,1,1.0,Moderate,1,Moderate,1,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Andhra Pradesh,2005.0,1144.0,907.646153846154,236.3538461538461,27.85501291932289,1.5,High,5.0,53.0,0.0,0.0,0.0,2.0,1,2.5,High,1,High,2,1.5,1,2.5,LOW,Routine monitoring recommended.
Andhra Pradesh,2006.0,898.8499999999999,907.646153846154,-8.796153846153977,-3.0904146485582755,0.0,Low,2.0,261.0,0.0,0.0,0.0,3.5,1,1.0,Moderate,1,Moderate,1,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Andhra Pradesh,2007.0,1039.9,907.646153846154,132.25384615384604,16.420199175693313,0.5,Moderate,10.0,128.0,2.0,0.0,0.0,1.2,1,1.5,Moderate,1,Moderate,1,0.5,1,1.5,LOW,Routine monitoring recommended.
Andhra Pradesh,2008.0,952.75,907.646153846154,45.103846153846064,4.880495567839919,0.0,Low,5.0,8.0,0.0,0.0,0.0,-0.4,1,1.0,Moderate,1,Moderate,1,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Andhra Pradesh,2009.0,739.35,907.646153846154,-168.2961538461539,-17.38695227316259,0.0,Low,1.0,49.0,0.0,0.0,0.0,3.0,1,1.0,Moderate,1,Moderate,1,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Andhra Pradesh,2010.0,1337.95,907.646153846154,430.30384615384605,44.49407538492171,2.0,High,1.0,14.0,0.0,0.0,0.0,2.0,1,3.0,Critical,1,Critical,3,2.0,1,3.0,CRITICAL,Immediate emergency monitoring and preparedness recommended.
